address	pmid	latitude	longitude
School of Biological Sciences, University of East Anglia, Norwich, UK.	38124445	52.62231	  1.244923
Institute for Genomics and Evolutionary Medicine, Temple University, Philadelphia, PA, USA.	38124397	39.95106	-75.165620
Department of Biology, Temple University, Philadelphia, PA, USA.	38124397	39.95106	-75.165620
Department of Medical Genetics and Molecular Biochemistry, Lewis Katz School of Medicine, Temple University, Philadelphia, PA, USA.	38124397	39.95106	-75.165620
Biometry and Evolutionary Biology Laboratory (LBBE), University Claude Bernard Lyon 1, Lyon, France.	38124381	45.76951	  4.830081
Computational Molecular Evolution Group, Heidelberg Institute for Theoretical Studies, Heidelberg, Germany.	38124381	49.40192	  8.680300
CNRS, IBPS, Laboratory of Computational and Quantitative Biology (LCQB), UMR 7238, Sorbonne Université, Paris 75005, France.	38124381	48.84540	 2.344895
Biodiversity Computing Group, Institute of Computer Science, Foundation for Research and Technology - Hellas, Heraklion, Crete, Greece.	38124381	35.32922	25.138660
Institute for Theoretical Informatics, Karlsruhe Institute of Technology, Karlsruhe, Germany.	38124381	49.00944	 8.411670
Program of Biomedical Science, Graduate School of Integrated Sciences for Life, Hiroshima University, Higashi-Hiroshima 739-8526, Japan.	38105444	NA	NA
School of Agriculture, Meiji University, Kawasaki 214-8571, Japan.	38105444	36.65523	139.2715
Program of Basic Biology, Graduate School of Integrated Sciences for Life, Hiroshima University, Higashi-Hiroshima 739-8526, Japan.	38105444	NA	NA
Institute of Environmental Medicine, Karolinska Institutet, Solna 171 65, Sweden.	38091963	59.34830	 18.02424
Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Solna 171 65, Sweden.	38091963	59.34830	 18.02424
School of Biomedical Engineering, Shenzhen University, Shenzhen, Guangdong 518060, China.	38091963	22.54554	114.06830
Department of Radiation Oncology, Zhongshan Hospital, Fudan University, Shanghai 200032, China.	38091963	31.03601	121.24414
Department of General Surgery, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, Guangdong 510515, China.	38091963	23.11667	113.25000
Department of Medical Biochemistry and Biophysics, Karolinska Institutet, Solna 171 65, Sweden.	38091963	59.34830	 18.02424
Department of General Surgery, The Fourth Affiliated Hospital, China Medical University, Shenyang 110032, China.	38091963	25.70628	-99.23968
Artificial Intelligence Research Center, AIST, Tokyo, Japan.	38085182	35.68946	139.69172
Graduate School of Frontier Sciences, University of Tokyo, Chiba, Japan.	38085182	35.91805	139.90816
Computational Bio Big Data Open Innovation Laboratory, AIST, Tokyo, Japan.	38085182	35.68946	 139.6917
Department of Biomolecular Engineering, University of California Santa Cruz, Santa Cruz, CA 95064, USA.	38069903	36.97726	-122.0542
Genomics Institute, University of California Santa Cruz, Santa Cruz, CA 95064, USA.	38069903	36.98972	-122.0647
Ornithology Department, Natural History Museum of Los Angeles County, Los Angeles, CA 90007, USA.	38069903	34.01681	-118.28833
Informatics Group, Harvard University, Cambridge, MA, USA.	38069903	42.36525	 -71.10501
Biology, Mount Royal University, Calgary, AB T3E 6K6, Canada.	38069903	51.00981	-114.13419
Department of Ecology and Evolutionary Biology, Princeton University, Princeton, NJ, USA.	38069903	40.35528	-74.71444
Center for Statistics and Machine Learning, Princeton University, Princeton, NJ, USA.	38069903	40.35198	-74.66074
State Key Laboratory of Animal Biotech Breeding, China Agricultural University, Beijing CN-100193, China.	38069902	39.90750	116.39723
National Engineering Laboratory for Animal Breeding, China Agricultural University, Beijing CN-100193, China.	38069902	39.90750	116.39723
Yazhouwan National Laboratory, Sanya CN-572024, China.	38069902	18.24306	109.50500
Department of Medical Biochemistry and Microbiology, Uppsala University, Uppsala SE-751 23, Sweden.	38069902	59.84808	 17.66968
Inner Mongolia Academy of Agricultural & Animal Husbandry Sciences, Hohhot CN-010031, China.	38069902	40.81056	111.65222
National Chickens Genetic Resources, Jiangsu Institute of Poultry Science, Yangzhou CN-225125, Jiangsu, China.	38069902	33.00000	119.83333
Department of Integrative Biology, The University of Texas at Austin, Austin, TX 78712, USA.	38069672	30.28617	-97.73806
Institute of Plant Virology, Ningbo University, Ningbo, Zhejiang 315211, China.	38069672	29.87819	 121.5494
Department of Botany and Plant Sciences, University of California Riverside, Riverside, CA 92521, USA.	38069672	33.97587	-117.3312
Department of Pathology, Stanford University School of Medicine, Stanford, CA, USA.	38069639	37.43356	-122.1719
Department of Bioengineering, Stanford University, Stanford, CA, USA.	38069639	37.43356	-122.171926
Present address: Department of Biomedical Informatics, Vanderbilt University School of Medicine, Nashville, TN, USA.	38069639	36.16635	 -86.779054
Institut Pasteur, Université Paris Cité, Archaeal Virology Unit, Paris, France.	38069639	48.86370	   2.361657
National National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, MD, USA.	38069639	38.98485	 -77.09269
Department of Genetics, Stanford University School of Medicine, Stanford, CA, USA.	38069639	37.43356	-122.17193
School of Biological Sciences, University of Nebraska-Lincoln, Lincoln, NE 68588, USA.	38064674	40.82274	 -96.69995
Department of Agronomy and Horticulture, University of Nebraska-Lincoln, Lincoln, NE 68588, USA.	38064674	40.82274	-96.69995
Institute of Insect Sciences, College of Agriculture and Biotechnology, Zhejiang University, Hangzhou, China.	38061001	30.29365	120.16142
Guangdong Lab for Lingnan Modern Agriculture, Guangzhou, China.	38061001	23.11667	113.25000
Ministry of Agriculture Key Lab of Molecular Biology of Crop Pathogens and Insect Pests, Zhejiang University, Hangzhou, China.	38061001	30.29365	120.1614
Key Laboratory of Biology of Crop Pathogens and Insects of Zhejiang Province, Zhejiang University, Hangzhou, China.	38061001	30.29365	120.1614
State Key Lab of Rice Biology, Zhejiang University, Hangzhou, China.	38061001	30.29365	120.1614
The Rural Development Academy, Zhejiang University, Hangzhou, China.	38061001	30.29365	120.161420
College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, China.	38060983	34.25667	108.078330
CIBIO-InBIO, Research Center in Biodiversity and Genetic Resources, University of Porto, Vairão 4485-661, Portugal.	38059517	41.33516	 -8.663606
BIOPOLIS Program in Genomics, Biodiversity and Land Planning, CIBIO, Vairão 4485-661, Portugal.	38059517	41.33516	-8.663606
Department of Biology, Faculty of Sciences, University of Porto, Porto 4169-007, Portugal.	38059517	41.15441	-8.672000
CIIMAR, Centro Interdisciplinar de Investigação Marinha e Ambiental, Universidade do Porto, Matosinhos, Portugal.	38059517	41.18300	-8.679769
Research Group for Evolutionary Immunogenomics, Max Planck Institute for Evolutionary Biology, Plön, Germany.	38059517	54.24335	 10.363704
Research Unit for Evolutionary Immunogenomics, Department of Biology, University of Hamburg, Hamburg, Germany.	38059517	53.55725	  9.995966
Department of Microbiology and Immunology, University of Maryland School of Medicine, Baltimore, MD, USA.	38059517	39.29044	-76.612333
Ecology, Evolutionary, and Organismal Biology, Iowa State University, Ames, IA, USA.	38039155	 42.02680	-93.62018
Department of Zoology, University of São Paulo, São Paulo, Brazil.	38039155	-22.33466	-49.05848
Department of Entomology and MOA Key Lab of Pest Monitoring and Green Management, College of Plant Protection, China Agricultural University, Beijing 100193, China.	38039153	 25.70628	-99.23968
State Key Laboratory of Protein and Plant Gene Research, School of Life Sciences, Peking University, Beijing 100871, China.	38039153	24.15672	107.48344
College of Life Sciences, Capital Normal University, Beijing 100048, China.	38039153	39.90750	116.39723
Department of Biology, The Pennsylvania State University, University Park, PA 16802, USA.	38039153	40.80454	-77.85853
State Key Laboratory of Herbage Innovation and Grassland Agro-Ecosystem, College of Ecology, Lanzhou University, Lanzhou 730000, China.	38000891	36.47444	103.7332
State Key Laboratory for Animal Disease Control and Prevention, College of Veterinary Medicine, Lanzhou University, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou, China.	38000891	NA	NA
Department of Evolutionary and Environmental Biology, University of Tel-Aviv, Tel-Aviv 6997801, Israel.	38000891	32.10531	 34.7970
Escuela Politecnica Superior de Huesca, Universidad de Zaragoza, Huesca 22071, Spain.	38000891	41.64072	-0.89547
Institute of Evolution, University of Haifa, Haifa 3498838, Israel.	38000891	32.76528	35.01321
Center for Anatomy and Cell Biology, Medical University of Vienna, Vienna, Austria.	37995370	48.20921	16.37278
Natural History Museum Vienna, Central Research Laboratories, Vienna, Austria.	37995370	48.20921	 16.37278
Department for Evolutionary Biology, University of Vienna, Vienna, Austria.	37995370	48.20921	 16.37278
State Key Laboratory of Crop Stress Biology for Arid Areas, Center of Bioinformatics, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi 712100, China.	37995323	34.25667	108.07833
College of Chemistry & Pharmacy, Northwest A&F University, Yangling, Shaanxi 712100, China.	37995323	34.25667	108.07833
Key Laboratory of Biology and Genetics Improvement of Maize in Arid Area of Northwest Region, Ministry of Agriculture, Northwest A&F University, Yangling, Shaanxi 712100, China.	37995323	34.25667	108.07833
Section for Hologenomics, Globe Institute, University of Copenhagen, Copenhagen, Denmark.	37995319	55.67576	 12.56902
Centro de Ciencias Genómicas, Universidad Nacional Autónoma de México, Cuernavaca, México.	37995319	18.98262	-99.234366
Department of Human Genetics, McGill University, Montreal, Quebec, Canada.	37995319	45.50887	-73.554242
School of Environmental Sciences, University of East Anglia, Norwich, UK.	37995319	52.62231	  1.244923
Center for Evolutionary & Organismal Biology, Zhejiang University School of Medicine, Hangzhou, China.	37995319	30.29365	120.1614
Liangzhu Laboratory, Zhejiang University Medical Center, Hangzhou, China.	37995319	30.37930	120.0470
Innovation Center of Yangtze River Delta, Zhejiang University, Jiashan, China.	37995319	30.84918	120.9258
Mahe, Seychelles.	37995319	-4.62001	55.455010
Division of Human and Social Sciences, Durrell Institute of Conservation and Ecology, School of Anthropology and Conservation, University of Kent, Canterbury, Kent, CT2 7NR, UK.	37995319	51.29661	 1.067951
University Museum, NTNU, Trondheim, Norway.	37995319	63.41937	10.402100
The Jackson Laboratory for Genomic Medicine, Farmington, CT, USA.	37995300	41.72654	-72.82506
Department of Agricultural Biotechnology and Research Institute of Agriculture and Life Sciences, Seoul National University, Seoul, Republic of Korea.	37995300	37.56600	126.97840
School of Biological Sciences, Seoul National University, Seoul, Republic of Korea.	37995300	37.56600	126.97840
LiveGene, International Livestock Research Institute (ILRI), Addis Ababa, Ethiopia.	37995300	 9.033138	38.750077
The Centre for Tropical Livestock Genetics and Health (CTLGH), The Roslin Institute, The University of Edinburgh, Midlothian, UK.	37995300	55.950196	-3.187563
School of Life Sciences, University of Nottingham, Nottingham, UK.	37995300	52.940444	-1.179960
Interdisciplinary Program in Bioinformatics, Seoul National University, Seoul, Republic of Korea.	37995300	37.56600	126.9784
eGnome, Inc., Seoul, Republic of Korea.	37995300	37.56600	126.9784
Department of Orthopaedics, The Second Xiangya Hospital, Central South University, Changsha, Hunan 410011, China.	37992195	28.19874	112.9709
Center for Precision Health, School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX 77030, USA.	37992195	29.76797	-95.37233
Center for Advanced Parkinson Research, Brigham and Women's Hospital, Harvard Medical School, Boston, MA 02115, USA.	37992195	42.34393	-71.08987
Genomics and Bioinformatics Hub, Department of Neurology, Brigham and Women's Hospital, Harvard Medical School, Boston, MA 02115, USA.	37992195	42.34393	-71.08987
MD Anderson Cancer Center UTHealth Graduate School of Biomedical Sciences, Houston, TX 77030, USA.	37992195	29.70633	-95.404375
Human Genetics Center, School of Public Health, The University of Texas Health Science Center at Houston, Houston, TX 77030, USA.	37992195	29.76797	-95.372331
Department of Genetics and Evolution, University of Geneva, Geneva CH-1205.	37992125	46.19505	  6.143151
Institute of Genetics and Genomics in Geneva (IGE3), University of Geneva, Geneva CH-1205.	37992125	46.19505	 6.143151
Institute of Science and Technology Austria, Klosterneuburg, Austria.	37988296	48.30516	16.324989
Department of Life and Environmental Sciences, Bournemouth University, Poole, UK.	37988296	50.71939	-1.981138
Department of Molecular Biology, Laboratory for Molecular Infection Medicine Sweden, Umeå Centre for Microbial Research, Science for Life Laboratory, Umeå University, Umeå 901 87, Sweden.	37987564	63.80688	 20.272888
Biosciences Institute, Newcastle University School of Medicine, Newcastle upon Tyne NE2 4HH, UK.	37987564	54.98098	 -1.621004
Department of Molecular Medicine and USF Health Byrd Alzheimer's Research Institute, Morsani College of Medicine, University of South Florida, Tampa, FL 33612, USA.	37987564	28.06908	-82.423719
Department of Biology, University of Antwerp, Antwerp, Belgium.	37987559	 51.260721	  4.369584
School of Health and Life Sciences, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, Brazil.	37987559	-30.056619	-51.172899
Faculty of Exact and Natural Sciences, University of Antioquia, Medellín, Colombia.	37987559	  6.258361	-75.611106
Department of Biological Sciences and Biodiversity, University of Los Lagos, Osorno, Chile.	37987559	-40.57418	-73.13117
Institute of Ecology and Biodiversity, Concepción, Chile.	37987559	-36.81737	-73.06363
Cape Horn International Center, Puerto Williams, Chile.	37987559	-54.93472	-67.61119
Andean Cat Alliance, Villa Carlos Paz, Argentina.	37987559	-31.415406	-64.49421
Department of Biological Sciences, University of Caldas, Manizales, Colombia.	37987559	  5.082881	-75.50615
Centro de Museos, Museo de Historia Natural, University of Caldas, Manizales, Colombia.	37987559	  5.068284	-75.51630
Department of Biology, University of El Rosario, Bogotá, Colombia.	37987559	 4.600379	-74.07315
Veterinary Integrative Biosciences, Texas A&M University, College Station, TX, USA.	37987559	30.627798	-96.33499
Interdisciplinary Program in Genetics & Genomics, Texas A&M University, College Station, TX, USA.	37987559	30.627798	-96.33499
Naturalis Biodiversity Center, Leiden, Netherlands.	37987559	 52.16490	  4.473367
Instituto Pró-Carnívoros, Atibaia, Brazil.	37987559	-23.11766	-46.550929
Ocean EcoSystems Biology Unit, RD3, GEOMAR Helmholtz Centre for Ocean Research, 24148 Kiel, DE.	37987557	 54.31361	 10.164225
Institute of Parasitology, Biology Centre, Czech Academy of Sciences, 370 05 České Budějovice, CZ.	37987557	48.99368	  14.40717
Ocean Sciences Department, University of California Santa Cruz, Santa Cruz, CA 95064, USA.	37987557	36.99956	-122.05764
Joint Genome Institute, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA.	37987557	37.87662	-122.25420
Department of Mathematics and Statistics, Dalhousie University, Halifax, Nova Scotia B3H 4R2, CA.	37987557	44.64888	-63.57531
Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory, Woods Hole, MA 02543, USA.	37987557	41.52993	-70.66409
Max Planck Institute for Evolutionary Biology, 24306 Plön, DE.	37987557	54.15864	 10.41322
Department of Ecology and Genetics, Animal Ecology, Uppsala University, Uppsala SE-75236, Sweden.	37987553	59.85153	17.622775
School of Biological Sciences, Institute of Ecology and Evolution, University of Edinburgh, Edinburgh, UK.	37987553	55.95020	-3.187563
School of Science, Engineering & Environment, University of Salford, Salford M5 4WT, UK.	37987553	53.48354	-2.270666
Illumina Artificial Intelligence Laboratory, Illumina Inc., Foster City, CA 94404, USA.	37987553	37.556319	-122.26721
Institute of International Animal Health/One Health, Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Greifswald - Insel Riems 17493, Germany.	37987553	54.182571	  13.36052
Tanzania National Parks, Arusha, Tanzania.	37987553	-3.371708	  36.69477
Tanzania Wildlife Research Institute (TAWIRI), Arusha, Tanzania.	37987553	-3.371708	36.694765
Department of Natural Sciences, National Museums Scotland, Edinburgh EH1 1JF, UK.	37987553	55.946991	-3.189183
School of Geosciences, University of Edinburgh, Edinburgh EH8 9XP, UK.	37987553	55.935880	-3.316024
Human Genome Sequencing Center and Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX 77030, USA.	37987553	29.70633	-95.404375
Institute of Evolutionary Biology (UPF-CSIC), PRBB, Barcelona 08003, Spain.	37987553	41.38566	  2.185081
Institut Català de Paleontologia Miquel Crusafont, Universitat Autònoma de Barcelona, Barcelona, Spain.	37987553	41.38792	  2.169919
Catalan Institution of Research and Advanced Studies (ICREA), Barcelona, Spain.	37987553	41.38792	2.169919
CNAG-CRG, Centre for Genomic Regulation (CRG), Barcelona Institute of Science and Technology (BIST), Barcelona 08028, Spain.	37987553	41.37983	2.114182
Institució Catalana de Recerca i Estudis Avançats (ICREA) and Universitat Pompeu Fabra, Barcelona 08010, Spain.	37987553	41.39142	2.175210
Department of Biological Sciences, Florida Atlantic University, Boca Raton, FL, USA.	37987553	26.37320	-80.10050
Gene Bank of Primates and Primate Genetics Laboratory, German Primate Center, Leibniz Institute for Primate Research, Göttingen 37077, Germany.	37987553	51.56588	  9.93140
Department of Molecular Genetics, Cell Biology and Bionformatics, The Federal Research Center Institute of Cytology and Genetics SB RAS, Novosibirsk 630090, Russia.	37979163	54.84062	 83.10941
Department of Natural Sciences, Novosibirsk State University, Novosibirsk 630090, Russia.	37979163	54.84062	 83.10941
Institut de Biologie Intégrative et des Systèmes (IBIS), Université Laval, Québec, QC, G1V 0A6, Canada.	37979156	46.77854	-71.27329
Département de Biochimie, de Microbiologie et de Bio-informatique, Faculté des Sciences et de Génie, Université Laval, Québec, QC, G1V 0A6, Canada.	37979156	46.77854	-71.27329
Département de Biologie, Faculté des Sciences et de Génie, Université Laval, Québec, QC, G1V 0A6, Canada.	37979156	46.77854	-71.27329
PROTEO, Le regroupement québécois de recherche sur la fonction, l'ingénierie et les applications des protéines, Université Laval, Québec, QC, G1V 0A6, Canada.	37979156	46.77854	-71.27329
Centre de Recherche sur les Données Massives (CRDM), Université Laval, Québec, QC, G1V 0A6, Canada.	37979156	46.77854	-71.27329
Systems Biology Program, Graduate School of Media and Governance, Keio University, Fujisawa, Kanagawa, 252-0882, Japan.	37979156	36.65523	139.27149
Institute for Advanced Biosciences, Keio University, Fujisawa, Kanagawa, 252-0882, Japan.	37979156	35.33890	139.49123
Department of Biological Sciences, Birla Institute of Technology and Science, Pilani K K Birla Goa Campus, South Goa, India.	37979156	15.38761	 73.87594
Information Génomique & Structurale, Unité Mixte de Recherche 7256 (Institut de Microbiologie de la Méditerranée, FR3479), IM2B, IOM, Aix-Marseille University, Centre National de la Recherche Scientifique, Marseille 13288 Cedex 9, France.	37950899	NA	NA
Section for Hologenomics, The Globe Institute, University of Copenhagen, Copenhagen, Denmark.	37950889	55.67576	12.56902
Center for Evolutionary Hologenomics, The Globe Institute, University of Copenhagen, Copenhagen, Denmark.	37950889	55.67576	12.56902
Bird Group, Department of Life Sciences, Natural History Museum, Tring, United Kingdom.	37950889	51.79357	-0.6623063
Department of Biology, University of Copenhagen, Copenhagen, Denmark.	37950889	55.67576	12.5690233
Bioinformatics, Department of Health Technology, Technical University of Denmark, Lyngby, Denmark.	37950889	55.76960	12.5023337
University Museum, Norwegian University of Science and Technology, Trondheim, Norway.	37950889	63.41937	 10.40210
Department of Statistical Science, Duke University, Durham, NC, USA.	37950885	35.99695	-78.89902
Department of Mathematics, School of Science & Engineering, Tulane University, New Orleans, LA, USA.	37950885	29.95176	-90.07462
Department of Biostatistics, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD, USA.	37950885	39.29833	 -76.590191
Department of Microbiology, Immunology and Transplantation, Rega Institute, KU Leuven, Leuven, Belgium.	37950885	50.88217	   4.705906
Department of Computational Medicine, University of California, Los Angeles, CA, USA.	37950885	34.05224	-118.243344
Department of Human Genetics, David Geffen School of Medicine, University of California, Los Angeles, CA, USA.	37950885	34.05224	-118.2433
Department of Biostatistics, Jonathan and Karin Fielding School of Public Health, University of California, Los Angeles, CA, USA.	37950885	34.05224	-118.2433
Bellingham Research Institute, Portland, OR, USA.	37948764	45.51602	-122.6814
Department of Biosciences, Durham University, Durham, DH1 3LE, United Kingdom.	37935059	54.76814	-1.571858
Department of Earth Sciences, Uppsala University, Uppsala, 752 36, Sweden.	37935059	59.85153	17.622775
Museum für Naturkunde, Leibniz-Institut für Evolutions- und Biodiversitätsforschung, Berlin, 10115, Germany.	37935059	52.53308	13.377858
Department of Integrative Biology, University of Texas at Austin, Austin, TX, USA.	37935058	30.26498	 -97.74660
Department of Biological Sciences, University of Montreal, Montreal, Canada.	37935058	45.50884	 -73.58781
School of Life Sciences, Arizona State University, Tempe, AZ, USA.	37935058	33.42293	-111.92288
Center for Evolution and Medicine, Arizona State University, Tempe, AZ, USA.	37935058	33.42293	-111.922884
Department of Zoology, Milwaukee Public Museum, Milwaukee, WI, USA.	37935058	43.04107	 -87.909421
Department of Biology, University of Oxford, Oxford OX1 3SZ, UK.	37935057	51.75643	  -1.251518
UK Centre for Ecology & Hydrology, Wallingford OX10 8BB, UK.	37935057	51.60234	  -1.110676
Plant Gene Resources of Canada, Saskatoon Research and Development Centre, Agriculture and Agri-Food Canada, Saskatoon, SK S7N 0X2, Canada.	37931158	52.13392	-106.634935
Biology Department, University of Washington, Seattle, WA 98195, USA.	37931146	47.65451	-122.312104
BEACON Center for the Study of Evolution in Action, East Lansing, MI 48824, USA.	37931146	42.72520	 -84.47945
Department of Neuroscience, Washington University, St.Louis, MO 63110, USA.	37931146	38.61894	 -90.25963
Department of Biological Sciences and Institute for Interdisciplinary Data Sciences, University of Idaho, Moscow, ID 83844, USA.	37931146	46.72821	-117.00688
Laboratory for Statistical and Translational Genetics, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan.	37903429	NA	NA
Clinical Research Center, Shizuoka General Hospital, Shizuoka, Japan.	37903429	35.00326	138.3861
Department of Advanced Genomic and Laboratory Medicine, Graduate School of Medicine, University of the Ryukyus, Nishihara-Cho, Japan.	37903429	NA	NA
Laboratory for Genomics of Diabetes and Metabolism, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan.	37903429	NA	NA
Laboratory for Genotyping Development, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan.	37903429	NA	NA
Core Facility Administration, Research Institute, National Center for Geriatrics and Gerontology, Obu, Japan.	37903429	36.65523	139.2715
Department of Human Biology and Anatomy, Graduate School of Medicine, University of the Ryukyus, Nishihara-Cho, Japan.	37903429	NA	NA
Medical Genome Center, Research Institute, National Center for Geriatrics and Gerontology, Obu, Japan.	37903429	36.65523	139.2715
Division of Clinical Laboratory and Blood Transfusion, University of the Ryukyus Hospital, Okinawa, Japan.	37903429	36.65523	139.2715
The Department of Applied Genetics, School of Pharmaceutical Sciences, University of Shizuoka, Shizuoka, Japan.	37903429	23.31263	  77.3611357
Institute of Neuroscience, University of Oregon, Eugene, OR 97403, USA.	37879119	44.04200	-123.0753360
Wellcome Sanger Institute, Tree of Life, Wellcome Genome Campus, Hinxton CB10 1SA, United Kingdom.	37879119	52.07853	   0.1861349
LOEWE Centre for Translational Biodiversity Genomics, Frankfurt 60325, Germany.	37879119	50.1179	8.663582
Senckenberg Research Institute, Frankfurt 60325, Germany.	37879119	50.1179	8.663582
French Institute of Bioinformatics (IFB)-South Green Bioinformatics Platform, Bioversity, CIRAD, INRAE, IRD, Montpellier, France.	37879113	43.5985	3.896846
IRD, CIRAD, INRAE, Institut Agro, PHIM Plant Health Institute, Montpellier University, Montpellier, France.	37879113	43.59850	3.896846
Université de Lyon, Université Lyon 1, UMR CNRS 5558 Laboratoire de Biométrie et Biologie Évolutive, Villeurbanne, France.	37879113	45.76652	4.879595
Centre de Recherches Inria de Lyon, Villeurbanne, France.	37879113	45.76611	4.879440
CBGP, INRAE, CIRAD, IRD, Montpellier SupAgro, Univ. Montpellier, Montpellier, France.	37879113	43.61130	   3.877100
ISEM, Univ. Montpellier, CNRS, IRD, Montpellier, France.	37879113	43.60786	   3.873629
Department of Biological Sciences, University of Southern California, Los Angeles, CA 90089-0371, USA.	37874344	34.01834	-118.286368
J.Craig Venter Institute, La Jolla, CA 92037, USA.	37874344	 32.84493	-117.254144
Climate Change Cluster, University of Technology Sydney, Sydney, New South Wales 2007, Australia.	37874344	-33.88426	 151.198548
School of Biological Sciences, University of Edinburgh, Edinburgh EH9 3FL, UK.	37874344	 55.92395	  -3.173114
Helmholtz-Zentrum Hereon, 21502 Geesthacht, Germany.	37874344	53.43038	  10.37411
Hubei Key Laboratory of Genetic Regulation & Integrative Biology, School of Life Sciences, Central China Normal University, Wuhan 430079, China.	37863047	25.70628	 -99.23968
Biodesign Center for Mechanisms of Evolution, Arizona State University, Tempe, AZ 85287, USA.	37863047	33.42293	-111.92288
Department of Biological Sciences, University of Notre Dame, Notre Dame, IN 46556, USA.	37863047	41.70321	-86.235247
Department of Immunobiology, Yale School of Medicine, New Haven, CT 06520-8011, USA.	37850912	41.30989	-72.928078
Aix-Marseille Université, IRD, APHM, MEPHI, IHU Méditerranée Infection, Marseille 13005, France.	37850912	43.29750	  5.398591
Institute of Cellular and Organismic Biology, Academia Sinica, Taipei 11529, Taiwan.	37850912	25.04091	121.6174
State Key Laboratory of Biocontrol, Guangdong Key Laboratory of Pharmaceutical Functional Genes, Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai), School of Life Sciences, Sun Yat-sen University, Guangzhou 510275, China.	37850912	NA	NA
Laboratory for Marine Biology and Biotechnology, Qingdao National Laboratory for Marine Science and Technology, Qingdao 266237, China.	37850912	36.06488	120.3804
School of Life Sciences, Beijing University of Chinese Medicine, Beijing 100029, China.	37850912	24.15672	107.483440
Department of Bioinformatics and Structural Biochemistry, Institute of Biochemistry of the Romanian Academy, 060031 Bucharest, Romania.	37850912	44.44578	 26.047343
CNRS SNC 5039, 13005 Marseille, France.	37850912	43.29750	  5.398591
State Key Laboratory of Biocontrol, School of Life Sciences, Sun Yat-Sen University, Guangzhou 510275, China.	37832226	23.11667	113.25000
Department of Ecology and Genetics, Uppsala University, Uppsala, Sweden.	37832225	59.81123	 17.64706
Swedish Collegium of Advanced Study, Uppsala University, Uppsala, Sweden.	37832225	59.81123	 17.64706
Department of Forest Sciences, University of Helsinki, Helsinki, Finland.	37832225	60.16952	24.935450
Viikki Plant Science Centre, University of Helsinki, Helsinki, Finland.	37832225	60.22183	25.023860
Department of Forest Genetics and Forest Tree Breeding, Georg-August-University Goettingen, Goettingen, Germany.	37832225	51.53260	 9.928442
Center of Biodiversity and Sustainable Land Use (CBL), University of Goettingen, Goettingen, Germany.	37832225	51.53260	 9.928442
National Research Institute for Agriculture, Food and the Environment (INRAE), University of Bordeaux, BIOGECO, Cestas, France.	37832225	44.74119	-0.684250
Science for Life Laboratory (SciLifeLab), Uppsala University, Uppsala, Sweden.	37832225	59.81123	17.647060
Department of Biology, Duke University, Durham, NC, USA.	37823438	 35.99695	-78.89902
School of Medical Science, The University of Sydney, Sydney, New South Wales, Australia.	37823438	-33.76831	150.73000
School of Life and Environmental Science, The University of Sydney, Sydney, New South Wales, Australia.	37823438	-33.76831	150.73000
Center for Genomic and Computational Biology, Duke University, Durham, NC, USA.	37823438	35.99695	-78.89902
CAS Key Laboratory of Animal Ecology and Conservation Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.	37823401	39.90750	116.39723
Geneplus-Beijing Institute, Beijing 102206, China.	37823401	24.15672	107.48344
College of Life Sciences, Capital Normal University, Beijing 100049, China.	37823401	39.90750	116.3972
School of Life Sciences, Sun Yat-Sen University, Guangzhou 510275, China.	37823401	23.11667	113.2500
Primate Genetics Laboratory, German Primate Center, Leibniz Institute for Primate Research, Göttingen 37077, Germany.	37823401	51.56588	  9.9314
Key Laboratory of Bio-resources and Eco-environment of Ministry of Education, College of Life Sciences, Sichuan University, Chengdu 610064, China.	37823401	35.12210	105.48032
Gene Bank of Primates, German Primate Center, Leibniz Institute for Primate Research, Göttingen 37077, Germany.	37823401	51.56588	  9.93140
Department of Medical Biochemistry and Microbiology, Uppsala University, Uppsala, Sweden.	37816123	59.85813	 17.64462
Natural History Museum, University of Oslo, Oslo, Norway.	37816123	59.91981	10.771080
Department of Immunology, Genetics and Pathology, Uppsala University, Uppsala, Sweden.	37816123	59.81123	17.647060
Laboratory for Biological Geochemistry, School of Architecture, Civil and Environmental Engineering, École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland.	37816123	46.51963	 6.632128
